,0
0,485.1533508300781
1,171.36300659179688
2,1999.3592529296875
3,114.09864044189453
4,98.9345703125
,0
0,575.8457641601562
1,2720.697509765625
2,175.4735107421875
3,102.54666900634766
4,954.82421875
,0
0,209.6431121826172
1,359.540283203125
2,448.1065979003906
3,697.5094604492188
4,380.5174255371094
,0
0,275.7724914550781
1,3917.82861328125
2,59.45909881591797
3,239.1271209716797
4,311.0505676269531
,0
0,262.927734375
1,65.57069396972656
2,206.75804138183594
3,902.1319580078125
4,899.9603271484375
,0
0,44.6140251159668
1,401.2876281738281
2,904.658203125
3,53.679988861083984
4,3568.205810546875
,0
0,3571.062255859375
1,1940.9940185546875
2,2539.76904296875
3,3666.780517578125
4,2151.966064453125
,0
0,596.4754638671875
1,334.177734375
2,40.667850494384766
3,232.34506225585938
4,1725.68115234375
,0
0,3302.91943359375
1,100.88956451416016
2,56.99475860595703
3,688.8635864257812
4,295.13360595703125
,0
0,7704.318359375
1,518.7473754882812
2,4217.83984375
3,88.07144165039062
4,260.175048828125
,0
0,2496.559326171875
1,2882.264404296875
2,1038.6776123046875
3,443.6591796875
4,349.2109375
,0
0,510.6811218261719
1,1526.195068359375
2,2537.557861328125
3,758.5884399414062
4,17.51291847229004
,0
0,3808.135009765625
1,3387.93359375
2,4698.29150390625
3,1455.919189453125
4,92.12040710449219
,0
0,3621.45166015625
1,300.1632385253906
2,29.55229949951172
3,901.8026733398438
4,716.699951171875
,0
0,846.3787231445312
1,1052.6741943359375
2,2283.981201171875
3,3097.067626953125
4,502.7383117675781
,0
0,750.7825927734375
1,2615.310791015625
2,3700.313720703125
3,62.537445068359375
4,2993.2431640625
,0
0,35.43798828125
1,326.33868408203125
2,23.390464782714844
3,225.9213409423828
4,988.22216796875
,0
0,91.75674438476562
1,235.2078857421875
2,45.316471099853516
3,214.9093780517578
4,49.175899505615234
,0
0,781.3246459960938
1,308.4581298828125
2,228.3037109375
3,167.87142944335938
4,472.0360107421875
,0
0,2665.65771484375
1,3147.47705078125
2,10.72484302520752
3,85.31324005126953
4,730.55859375
,0
0,164.068359375
1,61.683353424072266
2,599.1082153320312
3,824.7310180664062
4,54.05299758911133
,0
0,85.33302307128906
1,59.89070129394531
2,665.7646484375
3,1228.799072265625
4,1010.7005615234375
,0
0,231.75233459472656
1,47.572479248046875
2,408.9800109863281
3,2638.209716796875
4,1128.399169921875
,0
0,85.07891845703125
1,3011.084228515625
2,1433.77001953125
3,52.08168029785156
4,105.88591766357422
,0
0,2645.951171875
1,1771.7880859375
2,939.4762573242188
3,252.84950256347656
4,522.9420166015625
,0
0,27.645387649536133
1,4022.093017578125
2,107.28245544433594
3,239.4348907470703
4,514.0032348632812
,0
0,3957.908203125
1,577.7033081054688
2,204.3532257080078
3,167.4292755126953
4,109.74370574951172
,0
0,3668.7216796875
1,755.6937255859375
2,182.7212677001953
3,2134.76708984375
4,232.25320434570312
,0
0,1370.9315185546875
1,108.15269470214844
2,14.089003562927246
3,509.2413330078125
4,340.4141845703125
,0
0,1957.45361328125
1,4021.72900390625
2,516.4345092773438
3,17.879453659057617
4,4974.9013671875
,0
0,4033.8701171875
1,1824.144287109375
2,4069.5927734375
3,37.115806579589844
4,1766.41650390625
,0
0,1359.2611083984375
1,136.71151733398438
2,23.305524826049805
3,1409.4051513671875
4,1232.3834228515625
,0
0,1090.6929931640625
1,475.3378601074219
2,5283.4287109375
3,122.29727172851562
4,66.1568374633789
,0
0,109.71247100830078
1,755.4949340820312
2,1374.3367919921875
3,185.75003051757812
4,711.6300048828125
,0
0,187.43856811523438
1,224.02430725097656
2,829.1076049804688
3,2102.383544921875
4,213.77023315429688
,0
0,1365.2288818359375
1,117.2406005859375
2,1971.8804931640625
3,99.87551879882812
4,2734.556640625
,0
0,22.09436798095703
1,3707.016845703125
2,1404.4210205078125
3,1767.999755859375
4,43.54677200317383
,0
0,160.7096405029297
1,3285.760498046875
2,3795.294677734375
3,617.5441284179688
4,134.68267822265625
,0
0,1068.570068359375
1,2050.992919921875
2,2768.608154296875
3,1589.0911865234375
4,2195.13427734375
,0
0,33.33799743652344
1,415.2818298339844
2,2801.311767578125
3,392.35308837890625
4,553.2952270507812
,0
0,264.1926574707031
1,124.22341918945312
2,38.164066314697266
3,3528.119384765625
4,2800.283203125
,0
0,63.895347595214844
1,1540.417724609375
2,184.1458282470703
3,178.06336975097656
4,117.41768646240234
,0
0,390.4996337890625
1,4041.132568359375
2,32.01045227050781
3,43.619449615478516
4,28.57969093322754
,0
0,44.50908660888672
1,2712.169677734375
2,101.42477416992188
3,1317.474609375
4,2699.611328125
,0
0,51.776519775390625
1,392.0899963378906
2,2297.9013671875
3,586.231689453125
4,603.4799194335938
,0
0,608.7504272460938
1,78.61302947998047
2,3607.680419921875
3,14.256240844726562
4,370.713623046875
,0
0,1281.8525390625
1,2723.20166015625
2,242.29827880859375
3,865.0185546875
4,4212.5927734375
,0
0,216.85879516601562
1,367.37384033203125
2,3061.23828125
3,1976.342529296875
4,2865.173583984375
,0
0,501.4491882324219
1,1810.083984375
2,93.10362243652344
3,381.56396484375
4,2858.031494140625
,0
0,469.08319091796875
1,180.8571014404297
2,84.01509094238281
3,2816.21044921875
4,1327.0755615234375
,0
0,13.873687744140625
1,467.7255859375
2,2677.99853515625
3,644.8128051757812
4,179.45254516601562
,0
0,2875.966064453125
1,2722.368408203125
2,241.71453857421875
3,2612.8310546875
4,345.4302978515625
,0
0,3502.364501953125
1,73.4832763671875
2,132.4591827392578
3,156.04380798339844
4,2878.570068359375
,0
0,181.6015625
1,4205.9453125
2,686.3621826171875
3,280.97222900390625
4,413.7487487792969
,0
0,129.74850463867188
1,44.941139221191406
2,4871.9833984375
3,117.91558837890625
4,51.301002502441406
,0
0,30.226295471191406
1,282.70928955078125
2,1039.1395263671875
3,76.12547302246094
4,2207.578125
,0
0,217.4277801513672
1,37.716217041015625
2,76.41097259521484
3,56.9727897644043
4,1866.632568359375
,0
0,25.067546844482422
1,1531.22900390625
2,837.7159423828125
3,123.40744018554688
4,2283.031982421875
,0
0,307.2733154296875
1,2091.447265625
2,8955.4140625
3,168.29708862304688
4,4096.134765625
,0
0,303.21234130859375
1,120.30294799804688
2,644.5523681640625
3,144.10533142089844
4,198.47586059570312
